vid,vtitle,desc,pid,ptitle
-QkFO68uW6c,Operating Efficiencies of Clamshell,"Mr. Shashikant Buvasaheb Gosavi
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwPDS9scMnKZDbgljloTHyJ,Construction Practices and Town Planning
Ew9e4QgVxHo,Survey and Analysis Techniques in Urban Design,"Mr. Shashikant Buvasaheb Gosavi
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwPDS9scMnKZDbgljloTHyJ,Construction Practices and Town Planning
O5rb-URZY6s,Introduction to Scilab-I,"Mr Naval L Yemul 
Assistant Professor Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixICyG4f5TvBihOgyu8Npbd,Advance Computing Techniques
nZAzuwd-b30,Introduction to Scilab  II,"Mr Naval L Yemul 
Assistant Professor Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixICyG4f5TvBihOgyu8Npbd,Advance Computing Techniques
D-G_3slIMhw,Scilab: Scalars and Vectors- I,"Mr Naval L Yemul 
Assistant Professor Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixICyG4f5TvBihOgyu8Npbd,Advance Computing Techniques
BMA1SndxbaI,Scilab: Matrix,"Mr Naval L Yemul 
Assistant Professor Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixICyG4f5TvBihOgyu8Npbd,Advance Computing Techniques
9kt4lRESIg0,Scilab: Scalar and Vectors II,"Mr Naval L Yemul 
Assistant Professor Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixICyG4f5TvBihOgyu8Npbd,Advance Computing Techniques
vLmIyw57_to,Study of Water Surface Profiles,"Mr. S. C. Deshmukh
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iznEao2TlMXlpQo5P4UcQvf,Hydraulics Engineering
ZakL_WKckak,Computing G. V. F. Profile by Using STEP METHOD,"Mr. S. C. Deshmukh
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iznEao2TlMXlpQo5P4UcQvf,Hydraulics Engineering
c_dkUlPYN8s,Cipolletti Weir,"Mr. S. C. Deshmukh
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iznEao2TlMXlpQo5P4UcQvf,Hydraulics Engineering
sNFjfrufC0Q,Impact of Jet on Stationary Flat Plate and Inclined Plate`,"Mr. S. C. Deshmukh
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iznEao2TlMXlpQo5P4UcQvf,Hydraulics Engineering
fZZcFBeTMU4,Model Analysis,"Mr. S. C. Deshmukh
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iznEao2TlMXlpQo5P4UcQvf,Hydraulics Engineering
YKvEEx0mATQ,PLC Ladder Diagram basics,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwVEvGIvq4IqTpZHP8g9Ah8,PLC & Industrial Controls
HkgJ7nI2udM,PLC Functional Block Diagram basics,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwVEvGIvq4IqTpZHP8g9Ah8,PLC & Industrial Controls
3wHAZ7CZ8gk,PLC Structured Text basics,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwVEvGIvq4IqTpZHP8g9Ah8,PLC & Industrial Controls
wdnUbHHql2s,PLC Instruction Lists basics,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwVEvGIvq4IqTpZHP8g9Ah8,PLC & Industrial Controls
OI-WybVfuuM,PLC Sequential Function Charts basics,"Mr. P. P. Tambe
Assistant Professor,
Department OF Electronics Engineering,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwVEvGIvq4IqTpZHP8g9Ah8,PLC & Industrial Controls
Jx2jvctt-io,Loads on Power Plant,"Dr.Sunildatta N. Kulkarni 
Assistant Professor, 
Mechanical Engineering Department, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixKN1tWS4H7kPtimMQauHfK,Power plant and Energy Engineering
bcZEfEaoai0,Load Factors,"Dr.Sunildatta N. Kulkarni 
Assistant Professor, 
Mechanical Engineering Department, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixKN1tWS4H7kPtimMQauHfK,Power plant and Energy Engineering
bcZEfEaoai0,Load Factors,"Dr.Sunildatta N. Kulkarni 
Assistant Professor, 
Mechanical Engineering Department, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixKN1tWS4H7kPtimMQauHfK,Power plant and Energy Engineering
pqhLdpnlIKA,Load Curve and Load Distribution Curve,"Dr.Sunildatta N. Kulkarni
 Assistant Professor, 
Mechanical Engineering Department, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixKN1tWS4H7kPtimMQauHfK,Power plant and Energy Engineering
DWSIIdtmIoY,Numericals on Load Factors I,"Dr.Sunildatta N. Kulkarni 
Assistant Professor,
Mechanical Engineering Department,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixKN1tWS4H7kPtimMQauHfK,Power plant and Energy Engineering
5ME_lGlOVs0,Crippling Load when Both Ends of Column are Hinged using Euler's Column Theory,"Prof. P. V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyi2ipA60314v-YQ7UI_7GH,Structural Analysis
6q99tM0zOZI,Crippling load for column when one end is fixed and the other is free using Euler's column Theory,"Mr. Prashant V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyi2ipA60314v-YQ7UI_7GH,Structural Analysis
R3GwYb-XH4A,Crippling load of column when one end is fixed and other end is hinged using Euler's column theory,"Mr. Prashant V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyi2ipA60314v-YQ7UI_7GH,Structural Analysis
R3GwYb-XH4A,Crippling load of column when one end is fixed and other end is hinged using Euler's column theory,"Mr. Prashant V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyi2ipA60314v-YQ7UI_7GH,Structural Analysis
Q0c-mUn2874,Crippling load when both the ends of the column are fixed using Euler's column theory,"Mr. Prashant V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyi2ipA60314v-YQ7UI_7GH,Structural Analysis
IByWnQ5PaNo,Internet connectivity principles in IoT,"Mr. P.D.R.Patnaik,
Assistant Professor,
Electronics & Telecommunication Engg.,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz_c4xmQu32aVKHr_gtizXI,Internet of Things
jqbBWJ622Jo,"Overview of IoT Protocols IPv4, IPv6 and 6LoWPAN","Mr. P.D.R.Patnaik,
Assistant Professor,
Electronics & Telecommunication Engg.,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz_c4xmQu32aVKHr_gtizXI,Internet of Things
TFz6zHpmR_Q,Application Protocols for IoT,"Mr. P.D.R.Patnaik,
Assistant Professor,
Electronics & Telecommunication Engg.,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz_c4xmQu32aVKHr_gtizXI,Internet of Things
-KdpAIgwajk,Implementation of MQTT and CoAP Protocols Part 1,"Mr. P.D.R.Patnaik,
Assistant Professor,
Electronics & Telecommunication Engg.,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz_c4xmQu32aVKHr_gtizXI,Internet of Things
EyknR-QHQ1A,Implementation of MQTT and CoAP Protocols Part 2,"Mr. P.D.R.Patnaik,
Assistant Professor,
Electronics & Telecommunication Engg.,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iz_c4xmQu32aVKHr_gtizXI,Internet of Things
kRYTnSJHwZY,Design of compression members,"Mr. Quazi Syed Shujat Ali
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5iyoI0butIfrKCjRVB3O8MjL,Design of Steel Structures
uVkv_FWXJP8,Column Bases,"Mr. Quazi Syed Shujat Ali
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, 
Solapur.",PLM-jfaoaU5iyoI0butIfrKCjRVB3O8MjL,Design of Steel Structures
gInOIJdb3_0,Design of slab base,"Mr. Quazi Syed Shujat Ali
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, 
Solapur.",PLM-jfaoaU5iyoI0butIfrKCjRVB3O8MjL,Design of Steel Structures
w6bm9xK6gVs,Design example of Tension Member,"Mr. Quazi Syed Shujat Ali
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, 
Solapur",PLM-jfaoaU5iyoI0butIfrKCjRVB3O8MjL,Design of Steel Structures
mx7v_3pANP8,Design of Beams,"Mr. Quazi Syed Shujat Ali 
Assistant Professor, 
Civil Engineering Department, 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyoI0butIfrKCjRVB3O8MjL,Design of Steel Structures
KjiRwE0BEwM,Fundamentals of Printed Circuit Board Design,"Mr  G. P. Jain
Assistant Professor
Department of Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwZSsnAJW7ej7XkDLfrmHuc,PCB Design & Fabrication
NtsNibVzSL0,Printed Circuit Board   Fabrication,"Mr  G. P. Jain
Assistant Professor
Department of Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwZSsnAJW7ej7XkDLfrmHuc,PCB Design & Fabrication
Ow4s2w3m5tE,DC Sweep analysis of BJT Common Emitter Configuration in LTSPICE.,"Mr. Kale Neeraj Vijay
Assistant Professor, 
Department of Electronics and Telecommunication Engineering.
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZSsnAJW7ej7XkDLfrmHuc,PCB Design & Fabrication
MsPNvCW8LzQ,Introduction to LTSpice Software,"Mr. Kale Neeraj Vijay
Assistant Professor, 
Department of Electronics and Telecommunication Engineering.
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwZSsnAJW7ej7XkDLfrmHuc,PCB Design & Fabrication
Dq_hovWZsxM,"Shear force &,Bending Moment IV","Mr. A.N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwvDWA5Gjqge_U8o2K432xr,Mechanics of Materials
fbiounnRS6k,Shear Force and  Bending Moment  Part V,"Mr. A.N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwvDWA5Gjqge_U8o2K432xr,Mechanics of Materials
lpHjOj5-Lto,Shear force and Bending moment  Part-VI,"Mr. A.N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwvDWA5Gjqge_U8o2K432xr,Mechanics of Materials
dQNYQBdtWkI,Shear Force  and Bending Moment Part - VII,"Mr. A.N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwvDWA5Gjqge_U8o2K432xr,Mechanics of Materials
UL2_jb6dKRc,Shear force and  Bending Moment  Part- VIII,"Mr. A.N. Surde
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwvDWA5Gjqge_U8o2K432xr,Mechanics of Materials
1u9RWB-A7ZY,Introduction to arrays in shell scripting,"Mr.P.D.R.Patnaik
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixgwmgSu3sFtCSTKuVRvm33,Hardware Project
EyrbuXp0kwA,Introduction to shell script parameters,"Mr.P.D.R.Patnaik
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixgwmgSu3sFtCSTKuVRvm33,Hardware Project
zttx-XguR70,Introduction to loops in shell scripting,"Mr.P.D.R.Patnaik
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixgwmgSu3sFtCSTKuVRvm33,Hardware Project
wlPmNdCIy-U,An introduction to shell scripting,"Mr.P.D.R.Patnaik
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixgwmgSu3sFtCSTKuVRvm33,Hardware Project
ZRnC0ySB6dE,Introduction to shell scripting variables and file sourcing,"Mr.P.D.R.Patnaik
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixgwmgSu3sFtCSTKuVRvm33,Hardware Project
MpZBhAKRqks,Adjustment of Theodolite Traverse,"Mr. S. B. Gosavi,
Assistant Professor,
Civil Engg. Deptt.,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwUCz3VcpsR7yW6p4oJ8uIu,Surveying and Geomatics
b5YTX_-QSHY,Global Positioning System (GPS) Coordinates,"Mr. Shashikant B. Gosavi,
Assistant Professor,
Civil Engg. Deptt.,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwUCz3VcpsR7yW6p4oJ8uIu,Surveying and Geomatics
TJIlKvDB9-g,Pascal's law,"Deshmukh Sachin
Assistant Professor
Civil Engineering Department
Walchand Institute Of Technology Solapur",PLM-jfaoaU5iwJe54ndjmOMdUDvzvv9vBM,Introduction to Fluid Mechanics
zVdoDdBcewo,Measurement of pressure by using U-tube differential manometer,"Deshmukh Sachin
Assistant Professor
Civil Engineering Department
Walchand Institute Of Technology Solapur",PLM-jfaoaU5iwJe54ndjmOMdUDvzvv9vBM,Introduction to Fluid Mechanics
DSneQivB5XE,Meta centre and Metacentric height,"Deshmukh Sachin
Assistant Professor
Civil Engineering Department
Walchand Institute Of Technology Solapur",PLM-jfaoaU5iwJe54ndjmOMdUDvzvv9vBM,Introduction to Fluid Mechanics
diFN_9wUjlI,Study Of Bernoulli's Theorem,"Deshmukh Sachin
Assistant Professor
Civil Engineering Department
Walchand Institute Of Technology Solapur",PLM-jfaoaU5iwJe54ndjmOMdUDvzvv9vBM,Introduction to Fluid Mechanics
QMkYLQyr570,Measurement Of Discharge Through Venturimeter,"Deshmukh Sachin
Assistant Professor
Civil Engineering Department
Walchand Institute Of Technology Solapur",PLM-jfaoaU5iwJe54ndjmOMdUDvzvv9vBM,Introduction to Fluid Mechanics
k2tB9-igFF4,Influence Line Diagram for Shear Force at given Section,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixFN2dk-4HGVdYZ5oXHJx3k,Introduction to Solid Mechanics
8EEJX3McvC0,Influence Line Diagram for Bending Moment at given Section,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5ixFN2dk-4HGVdYZ5oXHJx3k,Introduction to Solid Mechanics
fWGTTBkhhEo,Influence Line Diagram for end Shear,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixFN2dk-4HGVdYZ5oXHJx3k,Introduction to Solid Mechanics
ikRKSk6bzlI,Influence Line Diagram for Reactions at Support,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixFN2dk-4HGVdYZ5oXHJx3k,Introduction to Solid Mechanics
MleUA6BVybY,Influence Line Diagram for Maximum Bending Moment under Chosen Wheel Load,"Prof. Prashant  V. Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixFN2dk-4HGVdYZ5oXHJx3k,Introduction to Solid Mechanics
5IIgYSS24EI,Class A Power Amplifier,"Mr.S.V.Aursang
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwyJrrABAeMe2lSFu_kH9Qt,Electronics Circuit Analysis & Design
DdldscKEv9s,Class AB Power Amplifier,"Mr.S.V.Aursang
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwyJrrABAeMe2lSFu_kH9Qt,Electronics Circuit Analysis & Design
PTheAoneoJs,Class C Power Amplifer,"Mr.S.V.Aursang
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwyJrrABAeMe2lSFu_kH9Qt,Electronics Circuit Analysis & Design
uTjRii9n1HU,Introduction to Power Amplifier,"Mr. S. V. Aursang
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwyJrrABAeMe2lSFu_kH9Qt,Electronics Circuit Analysis & Design
KMuR4iV-If0,Class B Power Amplifier,"Mr.S.V.Aursang
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iwyJrrABAeMe2lSFu_kH9Qt,Electronics Circuit Analysis & Design
J3rmPf__WdE,Information Systems in Global Business Today,"Mr. Pravin N Kathavate
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyd8nOmgBRv1za1Koqc9aHv,Management Information System
PweLNwHfNPA,Perspectives on Information systems,"Mr. Pravin N Kathavate
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyd8nOmgBRv1za1Koqc9aHv,Management Information System
7IkDJkgsciM,IT Infrastructure and Emerging Technologies,"Mr. Pravin N Kathavate
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyd8nOmgBRv1za1Koqc9aHv,Management Information System
mj0hkR4Jtms,Databases and Information  Management,"Mr. Pravin N Kathavate
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyd8nOmgBRv1za1Koqc9aHv,Management Information System
2W_JgPw6RVg,Foundations of Business Intelligence,"Mr. Pravin N Kathavate
Assistant Professor 
Department of Information Technology, 
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iyd8nOmgBRv1za1Koqc9aHv,Management Information System
A_jJhxAwaF4,Introduction to Selenium Automation Testing,"Mr. Anil S Naik,
Assistant Professor
IT Department, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyIcC2wu7aaC6SQefitw-B3,Software Testing and Quality Assurance
2Ju3FKWNtPQ,How to Download & Install Selenium IDE for Firefox,"Mr. Anil S Naik,
Assistant Professor
IT Department, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyIcC2wu7aaC6SQefitw-B3,Software Testing and Quality Assurance
xXOs6BLTa7A,Selenium IDE-First Test Case,"Mr. Anil S Naik,
Assistant Professor
IT Department, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyIcC2wu7aaC6SQefitw-B3,Software Testing and Quality Assurance
vYkEsFlRYGY,Testing Web Application Using Selenium IDE,"Mr. Anil S Naik,
Assistant Professor
IT Department, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyIcC2wu7aaC6SQefitw-B3,Software Testing and Quality Assurance
8YhzoI4T2rQ,How to Write Test Cases: Sample Template with Examples,"Mr. Anil S Naik,
Assistant Professor
IT Department, Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyIcC2wu7aaC6SQefitw-B3,Software Testing and Quality Assurance
EX564hTq9ms,Project Management using Gantt (Bar) Chart,"Prof. Thalange Satish Basavaraj,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwegyzYzydQb5ylEO_kaOVP,Engineering Management-II
wNZ5cG0xh2E,Network Technique for Project Management,"Prof. Thalange Satish Basavaraj,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwegyzYzydQb5ylEO_kaOVP,Engineering Management-II
bX6R68tfbU0,Critical Path Method (CPM) for Project Management,"Prof. Thalange Satish Basavaraj,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwegyzYzydQb5ylEO_kaOVP,Engineering Management-II
sBFEpSAPJl8,Program Evaluation and Review Technique (PERT) for Project Management,"Prof. Thalange Satish Basavaraj,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwegyzYzydQb5ylEO_kaOVP,Engineering Management-II
