title,videoIDS,video_description,publishedDate
Data Objects,1RgdEw7vDG8,"Mr. Prashant S Malge 
Assistant Professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur
Email id: psmalge1@gmail.com",2021-04-27T06:01:05Z
VHDL Package Declaration,B7cI22riYYw,"Mr. Prashant S Malge 
Assistant Professor,
Department of Electronics Engineering,
Walchand Institute of Technology, Solapur
Email id: psmalge1@gmail.com",2021-04-27T05:54:21Z
Inertial and Transport Delays,ui9U3tL1D98,"Mr. Prashant S Malge 
Assistant Professor,
Department of Electronics Engineering,
Walchand Institute of Technology Solapur,
Email id: psmalge1@gmail.com",2021-04-27T05:50:47Z
VHDL Operators,Qcg7iJRnY38,"Mr. Prashant S Malge 
Assistant Professor,
Department of Electronics Engineering,
Walchand Institute of Technology Solapur
Email id: psmalge1@gmail.com",2021-04-27T05:46:34Z
Measurement of Discharge over Triangular notch,AsaS1875ZVc,"Mr. Sachin C Deshmukh
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T09:52:27Z
Measurement of Discharge by using Chezy's and Manning's Equation,MbVPWPhw4HU,"Mr. Sachin C Deshmukh
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T09:46:16Z
Introduction to Buckingham pie method,aMEfYS613z4,"Mr. Sachin C Deshmukh
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T09:34:32Z
Hydraulic Turbines,AriUFWF0s38,"Mr. Sachin C Deshmukh
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T09:25:56Z
Hydraulic Most Economical Trapezoidal Channel Section,c8N9UqHyRNA,"Mr. Sachin C Deshmukh
Assistant Professor
Department of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T09:18:04Z
Load carrying capacity of pile-by-Pile Load Test,uVL8lFOORQE,"Mr. Prashant. V. Dhanshetti
Assistant Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T09:11:43Z
Load carrying capacity of pile by Penetration Test,eRNiJvoHfIo,"Mr. Prashant. V. Dhanshetti
Assistant Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T09:08:19Z
Load carrying capacity of pile using Dynamic Formula,88e5Dsnvgag,"Mr. Prashant. V. Dhanshetti
Assistant Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T09:05:48Z
Load carrying capacity of pile using Static Method,nsiRsFCFSmo,"Mr. Prashant. V. Dhanshetti
Assistant Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T09:03:33Z
Introduction to Pile Foundation,oMvSz_2EOqE,"Mr. Prashant. V. Dhanshetti
Assistant Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T08:58:22Z
Analysis of sway Frame using Stiffness Method,KLS3WEDw0dY,"Dr. M. G. Kalyanshetti 
Associate Professor, 
Civil Engineering Department, 
Walchand Institute of Technology, Solapur",2021-04-26T08:49:41Z
Analysis of Non sway Frame using Stiffness Method,FpLtW0LfdCE,"Dr. M. G. Kalyanshetti 
Associate Professor, 
Civil Engineering Department, 
Walchand Institute of Technology, Solapur",2021-04-26T08:42:55Z
Analysis of indeterminate beam with support sinking using Stiffness Method,PIMBVNX55h8,"Dr. M. G. Kalyanshetti 
Associate Professor, 
Civil Engineering Department, 
Walchand Institute of Technology, Solapur",2021-04-26T08:37:06Z
Analysis of indeterminate beam using Stiffness Method,S29meJWVa40,"Dr. M. G. Kalyanshetti 
Associate Professor, 
Civil Engineering Department, 
Walchand Institute of Technology, Solapur",2021-04-26T08:30:28Z
Stiffness Method of structural analysis - Introduction,37uf15TaWGo,"Dr. M. G. Kalyanshetti 
Associate Professor, 
Civil Engineering Department, 
Walchand Institute of Technology, Solapur",2021-04-26T08:24:20Z
Types of Spillway gates,LTlnwFvHShY,"Dr. Satishkumar S. Kashid 
Professor, Dept of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T07:19:21Z
Kolhapur Type Weirs,gNnilUgpKlA,"Dr. Satishkumar S. Kashid 
Professor, Dept of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T07:16:26Z
"Spillways Chute Spillway, Side Channel Spillway, Siphon Spillway, Labyrinth Spillway",DABVAk_3wac,"Dr. Satishkumar S. Kashid 
Professor, Dept of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T07:11:57Z
Spillways Straight Drop Spillway Ogee Spillway & Shaft Spillway,qpXxmjUbNPo,"Dr. Satishkumar S. Kashid 
Professor, Dept of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T07:07:48Z
Gated Spillways and Ungated Spillways,Ju1uZ17JEuE,"Dr. Satishkumar S. Kashid 
Professor, Dept of Civil Engineering
Walchand Institute of Technology, Solapur",2021-04-26T07:02:06Z
Competitive strategies using information systems,2vE34flJgM0,"Mr. M.A.Mahant,  Assistant Professor, Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-26T06:49:11Z
Importance of Maharashtra Regional Town Planning (MRTP) Act,vVCxeYHKcFg,"Mr. Shashikant B Gosavi
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",2021-04-26T06:43:32Z
The impact of information systems on organizations,6NIgtVLI-h4,"Mr. M.A.Mahant,  Assistant Professor, Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-26T06:40:58Z
Hoisting Equipment,6k27q3u19BY,"Mr. Shashikant B Gosavi
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",2021-04-26T06:37:32Z
Data Preparation in Machine Learning-I,kwK6UpN9Sa8,"Mr.P.N.Kathavate, Assistant Professor, Information Technology",2021-04-26T06:38:48Z
Organizations and it’s features,GpGBPUUONMY,"Mr. M.A.Mahant,  Assistant Professor, Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-26T06:31:57Z
Prefabricated Construction,GaN8h3uwATU,"Mr. Shashikant B Gosavi
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",2021-04-26T06:31:46Z
Safety In Construction,YYdZIiY0tr8,"Mr. Shashikant B Gosavi
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",2021-04-26T06:26:39Z
Functional Business processes,GDt-nTdb3O0,"Mr. M.A.Mahant,  Assistant Professor, Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-26T06:17:55Z
Smart Village Planning,ibvXikCX30s,"Mr. Shashikant B. Gosavi
Assistant Professor, 
Department of Civil Engineering, 
Walchand Institute of Technology, 
Solapur",2021-04-26T06:21:08Z
Design of Counterfort Retaining wall – Part 5,8b-S2laHz4c,"Dr. Sunilkumar. S. Patil
Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T06:14:19Z
Design of Counterfort Retaining wall – Part 4,_RI8PCHxn4o,"Dr. Sunilkumar. S. Patil
Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T06:08:25Z
Design of Counterfort Retaining wall – Part 3,pbrOLc2Ja3s,"Dr. Sunilkumar. S. Patil
Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T06:02:25Z
Design of Counterfort Retaining wall – Part 2,4nEYS1TfK0Y,"Dr.Sunilkumar. S. Patil
Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T05:55:48Z
Design of Counterfort Retaining wall – Part I,xHLTh2oZqzk,"Dr.Sunilkumar. S. Patil
Professor,
Walchand Institute of Technology,
Solapur",2021-04-26T05:46:50Z
Handling missing data using Pandas,fcw8qXzCdVg,"""Vinit Tribhuvan
Assistant Professor,
Dept of Computer Science and Engineering,
Walchand Institute of Technology, Solapur.""",2021-04-24T09:08:04Z
Data Quality and Preprocessing,J46bupP4E_I,"""Mr. V. H. Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T09:08:00Z
Bivariate statistical Analysis,HTTp_jBfwhE,"""Mr. V. H. Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T09:06:35Z
Dispersion Univariate statistic Analysis,m3XInlCEfBk,"""Mr. V. H. Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T09:05:12Z
Location Univariate statistic Analysis,2VdOMb2QSIQ,"""Mr. V. H. Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T09:03:58Z
Reading and Writing data to file using Numpy,SFcH14mtgDw,"""Vinit Tribhuvan
Assistant Professor,
Dept of Computer Science and Engineering,
Walchand Institute of Technology, Solapur.""",2021-04-24T09:01:29Z
Data scales and Descriptive Univariate AnalysisData Analytics,n6jK0Lywdlw,"""Mr. V. H. Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T09:01:59Z
Matrix in Numpy Part I,ncRtW0RQt7g,"""Vinit Tribhuvan
Assistant Professor,
Dept of Computer Science and Engineering,
Walchand Institute of Technology, Solapur.""",2021-04-24T08:57:48Z
Auto ranging circuit for DVM,Yt7_njmGN8w,"""Mr. G. P. Jain
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T08:57:36Z
"Auto polarity detector, indicator and attenuator circuit for DVM",2kEdVIfvJ0w,"""Mr. G. P. Jain
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T08:56:29Z
Matrix in Numpy Part II,QMo8ZK33LUo,"""Vinit Tribhuvan
Assistant Professor,
Dept of Computer Science and Engineering,
Walchand Institute of Technology, Solapur.""",2021-04-24T08:52:15Z
Digital Volttmeter usind dual slope ADC,HcPOqm6yez8,"""Mr. G. P. Jain
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T08:51:35Z
Liquid Level Control System,r4AjOV6QOo8,"""Mrs. P. A. Bansode
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T08:49:10Z
Searching and Updating element in Singly Circular Linked List,4QcYlCkbte0,"Mr.N.S.Gajjam,Assistant Professor,Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-24T08:47:04Z
Types of control systems,K04VcManiOU,"""Mrs. P. A. Bansode
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T08:47:46Z
Introduction to Control Systems,7ung4R5nXNs,"""Mrs. P. A. Bansode
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur""",2021-04-24T08:45:24Z
Display Singly Circular Linked List oin Forward and Reverse Direction,3v5OZ3aqv-g,"Mr.N.S.Gajjam,Assistant Professor,Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-24T08:43:44Z
Deletion of Node in Singly Circular Linked List,w5m6khSnsRI,"Mr.N.S.Gajjam,Assistant Professor,Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-24T08:37:12Z
Inserting Node at End in Singly Circular Linked List,pmMlDfI61aQ,"Mr.N.S.Gajjam,Assistant Professor,Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-24T08:02:42Z
PI & PID Controller,xtRQqDO3hWY,"Mr. Sunil C. Kalshetti, 
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology, Solapur, 
sunilkalshetti@gmail.com",2021-04-24T08:02:02Z
Inserting Node at Beginning in Singly Circular Linked List,L_MiD9VPNK4,"Mr.N.S.Gajjam,Assistant Professor,Computer Science and Engineering, Walchand Institute of Technology, Solapur",2021-04-24T07:56:15Z
Resource Allocation Graph and Deadlock detection,LTjNeP3__pQ,"Mr. Ajit. S. Gundale,                           
Assistant Professor,                          
Department of Electronics Engineering,                                   
Walchand Institute of Technology, Solapur",2021-04-24T07:51:40Z
Deleting a Node from beginning of Singly Linked List,hoQQGOr-6q8,"""Mr. F. R. Sayyed,
Assistant Professor,
Computer Science and Engineering,
Walchand Institute of Technology, Solapur""",2021-04-24T07:49:47Z
Optimal Page Replacement Algorithm,9PtFGbovJ6M,"Mr. Ajit. S. Gundale,                           
Assistant Professor,                          
Department of Electronics Engineering,                                   
Walchand Institute of Technology, Solapur",2021-04-24T07:46:00Z
Inserting a Node at end of Singly Linked List,juTiKChK3ks,"""Mr. F. R. Sayyed,
Assistant Professor,
Computer Science and Engineering,
Walchand Institute of Technology, Solapur""",2021-04-24T07:40:39Z
Bankar's Algorithm in OS,R82gN1prSNk,"Mr. Ajit. S. Gundale,                           
Assistant Professor,                          
Department of Electronics Engineering,                                   
Walchand Institute of Technology, Solapur",2021-04-24T07:40:20Z
FIFO page replacement Algorithm,n2uklo5-URs,"Mr. Ajit. S. Gundale,                           
Assistant Professor,                          
Department of Electronics Engineering,                                   
Walchand Institute of Technology, Solapur",2021-04-24T07:33:17Z
Inserting a Node at beginning of Singly Linked List,LNA8BIXxT_k,"""Mr. F. R. Sayyed,
Assistant Professor,
Computer Science and Engineering,
Walchand Institute of Technology, Solapur""",2021-04-24T07:32:14Z
Optical Communication - Ray Theory -II,YWnUjLksjck,"Mr. R.R. Konapure Assistant Professor Electronics & Telecommunication Engineering Walchand Institute of Technology, Solapur",2021-04-24T07:28:05Z
Basic operations on DT Signals,K1-I5QXfs9E,"Mrs.Dipali P. Wadkar,
Assistant Professor ,
Department  of Electronics  Engineering,
Walchand Institute of Technology, Solapur",2021-04-24T07:25:53Z
Optical Communication - Ray Theory -I,zxdRQrhCtRs,"Mr. R.R. Konapure Assistant Professor Electronics & Telecommunication Engineering Walchand Institute of Technology, Solapur",2021-04-24T07:25:21Z
Basic operations on CT Signals,U5afYs8MUJQ,"Mrs.Dipali P. Wadkar,
Assistant Professor ,
Department  of Electronics  Engineering,
Walchand Institute of Technology, Solapur",2021-04-24T07:22:01Z
Optical Communication,_ErKBvdAsvE,"Mr. R.R. Konapure Assistant Professor Electronics & Telecommunication Engineering Walchand Institute of Technology, Solapur",2021-04-24T07:17:38Z
Classification of Systems -Part III,lwGWzh03ZOk,"Mrs.Dipali P. Wadkar,
Assistant Professor ,
Department  of Electronics  Engineering,
Walchand Institute of Technology, Solapur",2021-04-24T07:18:01Z
Classification of Systems -Part II,N6IPLwEJ-k4,"Mrs.Dipali P. Wadkar,
Assistant Professor ,
Department  of Electronics  Engineering,
Walchand Institute of Technology, Solapur",2021-04-24T07:11:25Z
Classification of Systems -Part I,bjz6EgGxPEU,"Mrs.Dipali P.wadkar,
Assistant Professor ,
Department  of Electronics  Engineering,
Walchand Institute of Technology, Solapur",2021-04-24T07:04:59Z
Class and Objects,G3mLCYv56Ls,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology, Solapur",2021-04-24T07:00:16Z
Converting Strings to Numbers,asZ_6MS3HwM,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology, Solapur",2021-04-24T06:56:37Z
Impact of Energy Resources on Environment - I,YDx3Z3KzvFk,"Mr. S. S. Deshmukh, Assistant Professor, Mechanical Engineering Department, Walchand Institute of Technology, Solapur.",2021-04-24T06:52:28Z
Introduction to string objects and methods,Ca2FLH1-Pts,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology,Solapur",2021-04-24T06:52:48Z
Forms and characteristics of renewable energy sources - II,8HEy-_a6qn4,"Mr. S. S. Deshmukh, Assistant Professor, Mechanical Engineering Department, Walchand Institute of Technology, Solapur.",2021-04-24T06:48:16Z
Java Methods,FEgp0UmwnA0,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology,Solapur",2021-04-24T06:47:54Z
Introduction to OOPs and Principles of Java,Wtk9ZyNXvbM,"Ms. Shruti S. Udata,
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology,Solapur",2021-04-24T06:43:19Z
Forms and characteristics of renewable energy sources - I,3RRd2WlOiYs,"Mr. S. S. Deshmukh, Assistant Professor, Mechanical Engineering Department, Walchand Institute of Technology, Solapur.",2021-04-24T06:43:22Z
Static Charactersitics of Instruments - III,7U_2S_2FfDA,"Miss Milka J. Jagale, Assistant Professor, Mechanical Engineering Department, Walchand Institute of Technology, Solapur.",2021-04-24T06:37:18Z
Proportional Controller,kI5upEs8v_s,"Mr. Sunil C. Kalshetti, 
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology, Solapur, 
sunilkalshetti@gmail.com",2021-04-24T06:34:43Z
Project planning process -II,eSHh-grES5c,"Satish R Paryani , Assistant Professor, Mechanical Engineering Department, Walchand Institute of Technology, Solapur.",2021-04-24T06:30:43Z
Lead Compensator,DRGlp45tK08,"Mr. Sunil C. Kalshetti, 
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology, Solapur, 
sunilkalshetti@gmail.com",2021-04-24T06:29:24Z
Project planning process -I,Go_vnL7wWek,"Satish R Paryani , Assistant Professor, Mechanical Engineering Department, Walchand Institute of Technology, Solapur.",2021-04-24T06:25:47Z
Lead Compensator,cgCyf1UtpzA,"Mr. Sunil C. Kalshetti, 
Assistant Professor, 
Department of Electronics Engineering, 
Walchand Institute of Technology, Solapur, 
sunilkalshetti@gmail.com",2021-04-24T06:24:48Z
